ID_Venta;Fecha_Venta;Codigo_Producto;Cantidad;Precio_Unitario;CUIT_Cliente
437;02/10/2019;MOUSE_598;82;21087.3;20-56921547-9
438;17/08/2019;SMART_TV;90;27390.29;20-71222757-1
439;29/10/2019;MOUSE_432;99;761.03;20-92844944-3
440;23/05/2020;MOUSE_598;79;6906.08;21-74912082-9
441;12/05/2020;MOUSE_598;12;29527.92;20-92225370-1
442;27/10/2019;LCD_TV;79;28953.92;21-98040734-7
443;23/11/2019;MOUSE_598;89;13634.24;21-45490826-6
444;21/06/2019;PARLANTEBL_23;93;14360.48;21-19648517-2
445;19/03/2020;LED_TV;6;23059.1;20-36784355-1
446;22/10/2019;SMART_TV;55;14804.61;20-29829430-1
447;15/08/2019;TECLADO_245;35;5906.76;21-9265386-5
448;19/08/2019;LED_TV;48;19380.25;21-39694749-4
449;10/11/2019;TECLADO_245;24;17192.39;20-45944969-5
450;17/08/2019;SMART_TV;57;18201.01;20-28271021-8
451;05/03/2020;MOUSE_598;20;3133.43;20-16351660-3
452;27/02/2020;PARLANTEBL_23;25;608.43;21-69376775-1
453;04/01/2020;MOUSE_432;64;5925.45;21-76025141-4
454;05/01/2020;MOUSE_432;17;9591.48;21-93330729-4
455;07/09/2019;MOUSE_598;34;19605.0;21-7476825-2
456;03/12/2019;PARLANTEBL_23;27;22270.03;20-59852522-1
457;06/02/2020;LED_TV;10;10905.68;21-94646111-9
458;02/11/2019;SMART_TV;47;15529.04;20-65782626-4
459;21/08/2019;MOUSE_598;91;14729.51;20-80130573-7
460;09/01/2020;MOUSE_598;92;15923.78;21-43176762-2
461;14/08/2019;MOUSE_432;69;11470.32;21-33705437-6
462;20/05/2020;SMART_TV;34;21438.47;21-27232691-7
463;10/06/2020;MOUSE_432;7;5157.94;21-43574064-4
464;17/08/2019;TECLADO_245;30;3018.38;21-93221569-7
465;14/07/2019;TECLADO_245;90;2657.78;20-72630801-3
466;04/10/2019;PARLANTEBL_23;64;26934.64;20-62108125-4
467;02/11/2019;PARLANTEBL_23;20;25596.38;20-5102844-5
468;22/09/2019;LCD_TV;52;23288.92;21-20758132-6
469;14/06/2020;SMART_TV;31;29104.9;21-5752030-5
470;09/04/2020;LCD_TV;19;24393.62;20-28578595-4
471;30/10/2019;TECLADO_245;43;2224.22;20-15536923-3
472;23/09/2019;PARLANTEBL_23;83;18672.99;21-25450702-2
473;01/04/2020;PARLANTEBL_23;16;26458.49;20-50469493-4
474;25/01/2020;LCD_TV;22;27849.49;21-77455281-1
475;16/02/2020;PARLANTEBL_23;5;20290.51;21-71718432-3
476;18/02/2020;SMART_TV;46;21957.21;20-19865236-8
477;20/02/2020;MOUSE_432;12;14547.89;21-66429251-7
478;23/07/2019;PARLANTEBL_23;96;18579.58;21-66977305-6
479;12/07/2019;MOUSE_432;76;1170.54;21-65470296-1
480;31/05/2020;LED_TV;52;10735.44;21-90224921-9
481;13/06/2020;TECLADO_245;4;3570.97;20-55643617-6
482;23/03/2020;MOUSE_432;53;19772.78;20-83464649-2
483;15/06/2020;LED_TV;45;26990.75;20-78150305-4
484;02/12/2019;MOUSE_598;37;268.4;21-59820584-5
485;08/04/2020;MOUSE_432;85;7182.48;20-91818022-2
486;04/01/2020;TECLADO_245;85;2176.32;20-83755487-5
487;16/03/2020;PARLANTEBL_23;71;26078.77;21-68961916-5
488;18/04/2020;MOUSE_432;10;786.85;20-959026-8
489;07/08/2019;TECLADO_245;22;20724.82;20-266078-6
490;05/12/2019;SMART_TV;21;4080.9;21-70423131-5
491;24/12/2019;LED_TV;26;19891.87;20-8613324-5
492;17/07/2019;LED_TV;5;15963.55;20-129067-5
493;11/12/2019;MOUSE_432;14;10901.83;20-99557696-1
494;12/07/2019;LCD_TV;98;26057.5;20-7417018-6
495;25/04/2020;MOUSE_598;5;2166.58;21-87604031-9
496;31/03/2020;LCD_TV;92;24329.44;20-19973557-1
497;10/07/2019;MOUSE_598;22;12701.62;21-55337952-6
498;22/05/2020;PARLANTEBL_23;55;6509.25;20-40699536-4
499;12/08/2019;TECLADO_245;61;12223.55;20-54114754-2
500;06/01/2020;TECLADO_245;6;18951.88;20-91121650-1
501;02/01/2020;PARLANTEBL_23;17;4356.8;20-90440130-1
502;16/01/2020;MOUSE_432;33;11289.65;20-64691939-8
503;19/03/2020;LED_TV;29;12069.9;21-55148725-3
504;17/02/2020;MOUSE_432;56;16949.98;21-95567023-9
505;08/01/2020;LCD_TV;17;18284.93;21-36893868-4
506;10/02/2020;LCD_TV;89;22329.17;21-21062572-4
507;27/06/2019;PARLANTEBL_23;100;6136.93;20-2953002-4
508;04/03/2020;LCD_TV;37;10349.19;20-53440108-8
509;19/09/2019;LED_TV;67;14590.27;20-23441979-6
510;03/11/2019;TECLADO_245;81;9009.02;20-77289022-8
511;23/12/2019;PARLANTEBL_23;27;1574.63;21-78708345-4
512;18/03/2020;LCD_TV;47;14765.72;20-29510809-2
513;20/07/2019;SMART_TV;45;17227.16;21-8403446-5
514;16/10/2019;SMART_TV;13;13104.88;21-63288021-2
515;11/08/2019;LCD_TV;34;17552.36;20-32629453-7
516;13/02/2020;TECLADO_245;24;7012.95;20-47393479-5
517;05/10/2019;MOUSE_598;15;29624.39;21-7679706-4
518;11/05/2020;LCD_TV;99;24953.8;21-76790182-2
519;21/12/2019;TECLADO_245;30;29772.13;21-63289842-5
520;12/03/2020;LED_TV;19;2390.51;21-62501394-7
521;15/10/2019;TECLADO_245;66;15864.78;20-12855030-5
522;29/10/2019;LCD_TV;50;10235.58;20-41326545-8
523;16/11/2019;SMART_TV;45;23527.19;21-64191058-7
524;10/04/2020;LED_TV;65;28824.11;20-54910771-7
525;27/05/2020;LCD_TV;1;6617.7;21-42365603-6
526;14/01/2020;MOUSE_598;75;11141.56;21-61819878-9
527;01/07/2019;SMART_TV;40;3726.34;21-96551134-4
528;20/10/2019;MOUSE_432;25;17646.44;21-64412492-2
529;17/07/2019;SMART_TV;53;1626.73;20-94330882-6
530;04/10/2019;LED_TV;26;13140.82;21-14227950-4
531;22/02/2020;SMART_TV;70;11408.26;21-68027312-7
532;07/04/2020;PARLANTEBL_23;79;20593.77;21-37919379-7
533;05/05/2020;SMART_TV;54;2617.44;20-10503444-9
534;23/08/2019;TECLADO_245;46;27556.89;20-69420888-7
535;10/07/2019;LCD_TV;71;2221.06;20-28503843-1
536;10/01/2020;LCD_TV;98;14907.93;21-77576130-1
537;25/09/2019;SMART_TV;11;15233.4;21-46551008-7
538;28/04/2020;LED_TV;96;14580.01;20-55192872-9
539;10/06/2020;SMART_TV;20;1006.17;21-57689257-9
540;07/08/2019;LCD_TV;96;14042.09;20-70830655-3
541;28/10/2019;LCD_TV;22;11081.67;21-62718888-2
542;08/10/2019;LED_TV;85;17174.89;20-87485285-3
543;27/03/2020;MOUSE_432;80;23210.03;21-92476379-5
544;07/01/2020;PARLANTEBL_23;86;11567.71;21-10702415-8
545;02/03/2020;PARLANTEBL_23;71;25634.14;21-90647364-2
546;14/06/2020;MOUSE_432;95;12001.56;21-23065956-7
547;12/06/2020;MOUSE_432;37;395.26;20-98370457-2
548;16/08/2019;PARLANTEBL_23;64;23772.35;20-23381482-5
549;11/06/2020;LED_TV;36;17979.81;20-49671362-1
550;28/03/2020;MOUSE_432;14;22380.49;21-49394833-7
551;24/01/2020;MOUSE_432;32;4921.35;20-49020599-5
552;29/01/2020;LED_TV;44;18942.22;21-87259170-6
553;13/09/2019;PARLANTEBL_23;83;4293.95;20-97361506-2
554;10/12/2019;SMART_TV;13;13451.59;21-53318129-3
555;30/01/2020;PARLANTEBL_23;6;27638.89;21-17719817-7
556;14/06/2020;PARLANTEBL_23;64;24914.48;21-40413552-9
557;31/03/2020;LCD_TV;61;29373.03;21-14872152-4
558;10/02/2020;SMART_TV;38;27170.0;20-18751189-1
559;14/07/2019;MOUSE_432;95;7749.25;21-83070572-8
560;20/09/2019;PARLANTEBL_23;62;27365.82;20-41453300-2
561;05/11/2019;PARLANTEBL_23;17;7536.73;20-22413838-5
562;10/06/2020;MOUSE_598;96;1533.2;21-36944172-9
563;12/10/2019;LCD_TV;3;13257.4;21-26707264-8
564;22/10/2019;MOUSE_598;43;13226.26;21-47845228-1
565;18/01/2020;LCD_TV;33;16511.79;20-12186392-4
566;09/10/2019;LCD_TV;13;16622.22;20-6108105-5
567;06/05/2020;MOUSE_432;64;26656.54;21-79421427-1
568;28/06/2019;LED_TV;11;12264.79;21-28856742-2
569;06/06/2020;TECLADO_245;18;4031.33;20-92171192-5
570;17/05/2020;LED_TV;100;26756.06;21-41397561-9
571;15/04/2020;TECLADO_245;44;16215.48;20-97063448-2
572;06/09/2019;LED_TV;81;8292.02;21-74498855-2
573;12/09/2019;MOUSE_432;30;911.47;20-6277467-5
574;19/06/2019;PARLANTEBL_23;51;24289.87;20-47533128-2
575;10/11/2019;LCD_TV;100;7568.16;21-10197470-1
576;27/05/2020;MOUSE_432;10;4992.65;20-84936588-1
577;24/08/2019;MOUSE_432;83;3006.76;20-71119645-4
578;18/09/2019;MOUSE_432;27;13128.73;21-57709622-8
579;21/05/2020;MOUSE_432;81;19958.74;21-90392341-7
580;12/04/2020;LCD_TV;24;9107.74;20-30150154-4
581;13/06/2020;LED_TV;62;19142.71;21-53276177-9
582;25/04/2020;SMART_TV;15;10824.9;21-8444466-8
583;13/12/2019;MOUSE_432;99;21300.9;21-18749733-6
584;20/01/2020;TECLADO_245;91;24794.54;20-78765674-2
585;17/02/2020;SMART_TV;83;20949.01;20-39800017-2
586;14/07/2019;TECLADO_245;86;19966.54;20-40730636-2
587;23/02/2020;SMART_TV;5;16204.92;21-36360230-3
588;01/01/2020;SMART_TV;77;1289.77;20-20352198-5
589;07/05/2020;TECLADO_245;40;449.49;21-31604515-2
590;01/02/2020;SMART_TV;27;20777.96;20-20766209-2
591;23/04/2020;TECLADO_245;3;327.15;21-55234159-2
592;29/01/2020;LCD_TV;82;10036.11;20-94865739-8
593;06/01/2020;LCD_TV;50;25087.64;20-10906589-9
594;02/08/2019;LED_TV;13;21146.2;21-85351414-9
595;20/11/2019;TECLADO_245;88;21449.15;20-95380152-4
596;26/07/2019;TECLADO_245;57;19424.41;20-74862034-1
597;28/01/2020;LED_TV;93;5939.81;20-53678850-1
598;01/01/2020;LED_TV;87;1380.45;21-56016648-4
599;01/08/2019;PARLANTEBL_23;6;23677.91;21-75532771-7
600;03/12/2019;MOUSE_432;68;5343.06;21-70866928-6
601;22/01/2020;LCD_TV;100;16881.52;20-32873521-6
602;24/08/2019;LCD_TV;40;3887.02;20-31587736-1
603;19/06/2019;LCD_TV;35;6093.69;20-60462109-5
604;22/04/2020;PARLANTEBL_23;33;14379.48;20-61151679-2
605;14/06/2020;PARLANTEBL_23;8;25831.52;21-35432831-6
606;30/12/2019;LED_TV;76;25124.85;21-73172574-6
607;25/05/2020;LCD_TV;79;10458.37;20-15690701-1
608;13/06/2020;LCD_TV;73;8517.36;20-39435205-9
609;18/02/2020;MOUSE_598;36;22673.22;21-35611236-3
610;22/06/2019;SMART_TV;76;2484.67;21-69691513-5
611;29/09/2019;MOUSE_432;5;3432.54;21-21572553-6
612;09/02/2020;LCD_TV;46;18543.31;20-86957135-6
613;22/09/2019;LED_TV;68;19223.04;21-96731538-5
614;28/01/2020;MOUSE_432;77;20386.17;20-90985153-3
615;31/01/2020;LED_TV;90;2155.53;21-94612059-4
616;30/09/2019;SMART_TV;16;10543.14;21-52267235-2
617;07/03/2020;PARLANTEBL_23;18;1132.62;21-75774036-4
618;25/09/2019;TECLADO_245;20;18645.73;20-65438006-4
619;12/07/2019;MOUSE_432;35;26927.68;20-54823624-8
620;22/01/2020;PARLANTEBL_23;62;13837.0;21-23455799-6
621;06/04/2020;MOUSE_432;97;3143.08;20-30367103-6
622;14/06/2020;MOUSE_598;70;7488.74;20-60821496-7
623;22/09/2019;TECLADO_245;4;20696.13;21-56903052-8
624;27/03/2020;LED_TV;69;3124.71;21-462345-4
625;14/08/2019;MOUSE_432;90;1046.97;20-43838175-1
626;20/08/2019;PARLANTEBL_23;18;2690.92;21-17097429-1
627;23/01/2020;SMART_TV;56;12130.64;21-85348538-1
628;18/05/2020;LCD_TV;3;17070.26;20-45133951-1
629;08/12/2019;SMART_TV;77;388.54;20-9445697-1
630;25/02/2020;TECLADO_245;45;18256.12;20-80858828-7
631;05/04/2020;MOUSE_598;18;4831.0;20-3692437-9
632;05/11/2019;LED_TV;91;27179.98;20-56141392-3
633;19/01/2020;LCD_TV;35;17793.32;20-24268319-3
634;11/05/2020;MOUSE_598;15;26733.84;21-23621763-7
635;30/12/2019;MOUSE_432;28;19696.48;21-66868050-9
636;20/10/2019;MOUSE_598;40;27006.5;21-51415699-8
637;03/09/2019;SMART_TV;64;15203.3;20-97051387-9
638;27/10/2019;TECLADO_245;44;29371.93;20-88952130-7
639;13/12/2019;TECLADO_245;42;9123.03;21-48309138-8
640;13/09/2019;TECLADO_245;50;13883.14;21-62016332-4
641;20/12/2019;LCD_TV;37;25849.48;21-21951131-5
642;05/09/2019;LED_TV;13;9166.21;21-34064036-6
643;06/12/2019;LCD_TV;80;13209.63;20-64844889-3
644;15/07/2019;MOUSE_432;79;14129.55;20-28782975-3
645;26/07/2019;PARLANTEBL_23;30;4357.37;21-57952236-7
646;16/06/2020;TECLADO_245;51;27208.15;20-74707329-9
647;28/06/2019;PARLANTEBL_23;84;4680.06;21-4328663-9
648;17/06/2020;MOUSE_432;6;21059.08;21-33877653-5
649;02/03/2020;MOUSE_598;43;12042.29;20-48227476-1
650;16/11/2019;PARLANTEBL_23;23;24291.81;20-20550107-3
651;04/01/2020;LCD_TV;24;1127.54;20-43508667-3
652;15/11/2019;MOUSE_432;6;14482.99;21-33679037-3
653;02/03/2020;LCD_TV;78;29212.0;20-97700888-6
654;23/12/2019;SMART_TV;69;9752.63;21-25214134-3
655;28/03/2020;MOUSE_598;18;13065.25;20-87912413-2
656;16/07/2019;TECLADO_245;82;18348.62;20-2315588-2
657;05/09/2019;LCD_TV;78;3307.62;20-37314790-9
658;03/10/2019;MOUSE_432;69;11309.77;21-89854758-9
659;16/07/2019;PARLANTEBL_23;96;3068.11;21-59569642-5
660;05/02/2020;SMART_TV;68;16177.95;21-87362643-2
661;29/08/2019;MOUSE_432;48;2493.01;20-22165784-3
662;06/03/2020;LED_TV;11;29701.52;20-98937213-4
663;17/03/2020;LED_TV;34;21312.07;20-53194702-4
664;31/05/2020;MOUSE_432;62;13414.54;21-36010204-7
665;10/06/2020;SMART_TV;91;13180.71;20-36399747-4
666;11/06/2020;MOUSE_432;34;12437.87;20-15615940-7
667;03/04/2020;LCD_TV;94;3650.41;20-62061242-7
668;14/11/2019;MOUSE_598;55;11377.09;21-16602903-5
669;21/10/2019;PARLANTEBL_23;8;11498.86;21-75171919-1
670;23/04/2020;PARLANTEBL_23;90;8910.72;21-59762134-9
671;23/01/2020;PARLANTEBL_23;92;18794.07;20-89840990-1
672;17/08/2019;LED_TV;35;23411.64;20-95294172-7
673;22/09/2019;PARLANTEBL_23;31;21726.75;21-87932495-9
674;08/11/2019;LCD_TV;20;16217.67;20-11089113-1
675;09/11/2019;SMART_TV;46;22305.59;20-39606196-3
676;08/11/2019;MOUSE_432;88;7800.38;21-85610065-7
677;24/01/2020;TECLADO_245;47;3706.99;21-23672061-7
678;24/08/2019;LED_TV;87;18993.67;21-54903303-6
679;18/08/2019;LCD_TV;51;7870.0;20-30698233-5
680;29/11/2019;PARLANTEBL_23;16;24027.76;21-33653721-5
681;27/04/2020;SMART_TV;77;13203.45;20-53280339-3
682;03/01/2020;MOUSE_598;97;26825.98;21-96215959-4
683;27/09/2019;LED_TV;44;27146.57;21-62208807-9
684;06/01/2020;LCD_TV;57;8370.87;21-60047482-1
685;25/07/2019;TECLADO_245;12;7490.12;20-47628664-1
686;21/08/2019;MOUSE_432;99;18267.64;21-86752194-8
687;09/01/2020;LCD_TV;20;17062.38;21-5952815-4
688;06/01/2020;SMART_TV;50;27754.11;21-12142971-5
689;13/07/2019;MOUSE_598;41;26913.11;20-16895210-1
690;02/07/2019;SMART_TV;37;2979.22;20-6290973-3
691;14/06/2020;PARLANTEBL_23;10;23207.15;21-19030111-9
692;10/09/2019;TECLADO_245;97;21890.54;21-43947637-5
693;22/11/2019;PARLANTEBL_23;63;4356.23;20-72101799-2
694;26/04/2020;SMART_TV;33;28941.99;20-44569881-5
695;10/03/2020;PARLANTEBL_23;83;2358.43;21-96128550-2
696;26/08/2019;PARLANTEBL_23;97;1647.61;20-1544009-1
697;07/04/2020;MOUSE_598;38;1676.37;21-11758427-6
698;09/02/2020;TECLADO_245;25;9695.35;21-93138451-5
699;04/03/2020;TECLADO_245;97;2220.95;21-83142635-2
700;17/11/2019;TECLADO_245;93;20409.07;21-29126366-3
701;13/08/2019;LCD_TV;38;14937.79;21-88548046-3
702;04/01/2020;PARLANTEBL_23;23;27535.24;20-26283423-7
703;21/08/2019;LED_TV;77;18654.79;21-51768810-5
704;17/06/2020;MOUSE_432;51;8396.36;20-47220425-4
705;08/05/2020;LED_TV;16;22099.35;21-13406991-8
706;17/10/2019;MOUSE_432;39;28675.61;21-70649284-7
707;20/05/2020;MOUSE_432;1;26928.93;20-85035425-7
708;05/02/2020;LCD_TV;51;27693.48;21-7291436-7
709;12/07/2019;PARLANTEBL_23;86;20334.92;21-8464016-5
710;08/05/2020;MOUSE_432;45;797.55;21-16498820-4
711;08/07/2019;MOUSE_432;8;2646.96;21-32743967-7
712;29/10/2019;LED_TV;5;23669.6;20-48297124-6
713;02/09/2019;LED_TV;29;24771.13;21-16357912-2
714;05/08/2019;SMART_TV;53;16369.93;20-11334584-3
715;09/07/2019;LED_TV;62;14445.37;20-36294116-5
716;22/05/2020;LCD_TV;46;26872.29;21-68888408-5
717;28/08/2019;TECLADO_245;34;4314.07;20-91869062-2
718;08/05/2020;LED_TV;74;11122.54;21-53042938-3
719;08/03/2020;PARLANTEBL_23;98;20951.88;20-6074646-2
720;15/01/2020;MOUSE_598;13;28425.42;20-51801818-6
721;10/09/2019;TECLADO_245;11;13537.59;20-73992941-8
722;07/04/2020;LED_TV;17;12256.98;21-93066645-9
723;14/08/2019;LCD_TV;66;13852.78;21-64599270-6
724;31/03/2020;MOUSE_432;50;6777.45;20-25100809-6
725;10/12/2019;LCD_TV;1;5512.58;20-58321025-6
726;12/11/2019;LCD_TV;62;11398.71;20-77897303-5
727;20/11/2019;MOUSE_598;13;569.85;21-46190963-7
728;13/11/2019;SMART_TV;8;14923.1;20-20905827-9
729;28/07/2019;LED_TV;15;18738.24;21-37257202-6
730;27/12/2019;LCD_TV;8;27447.7;20-7959369-5
731;18/04/2020;PARLANTEBL_23;69;21737.87;20-67315874-3
732;14/12/2019;MOUSE_432;35;22399.67;20-79301702-6
733;11/12/2019;PARLANTEBL_23;28;18012.48;21-38553619-2
734;02/04/2020;MOUSE_598;55;22714.73;20-82388678-4
735;13/07/2019;SMART_TV;16;25420.68;20-88735409-9
736;30/01/2020;MOUSE_598;1;16969.64;20-33076893-1
737;01/08/2019;TECLADO_245;38;19351.62;20-51559335-6
738;23/08/2019;MOUSE_598;32;25560.6;21-38121729-8
739;07/05/2020;LED_TV;31;26685.98;20-23546280-6
740;23/08/2019;SMART_TV;64;21858.46;21-13775376-1
741;08/09/2019;MOUSE_598;3;23781.63;20-55494615-4
742;03/08/2019;PARLANTEBL_23;18;382.81;21-80683967-7
743;11/01/2020;MOUSE_432;37;11994.16;21-79307705-8
744;03/01/2020;MOUSE_598;60;14047.01;21-46951476-8
745;29/03/2020;LED_TV;71;14116.59;21-56923937-1
746;14/01/2020;MOUSE_598;97;17445.05;21-76876094-7
747;13/10/2019;LCD_TV;23;10155.31;21-97696279-2
748;17/11/2019;LED_TV;73;18712.21;20-79743933-7
749;27/11/2019;MOUSE_432;65;9222.45;20-14446124-9
750;16/03/2020;TECLADO_245;70;6520.22;20-30791898-4
751;22/06/2019;MOUSE_432;31;22983.61;20-18076492-7
752;19/08/2019;LCD_TV;55;25553.92;20-88533577-8
753;13/08/2019;MOUSE_432;71;6371.66;20-28044054-7
754;18/08/2019;MOUSE_432;36;3912.46;21-53208851-2
755;13/02/2020;LED_TV;99;25516.76;20-33500891-7
756;26/03/2020;TECLADO_245;84;17591.69;21-90412661-3
757;06/04/2020;LCD_TV;53;20572.31;21-8093473-2
758;10/02/2020;LCD_TV;7;10463.56;20-69275067-6
759;10/11/2019;SMART_TV;82;7574.89;21-52584958-5
760;29/02/2020;LCD_TV;2;21290.45;21-65118129-5
761;12/02/2020;SMART_TV;100;3671.19;20-70853454-8
762;16/03/2020;MOUSE_432;25;5910.71;21-13653812-1
763;30/04/2020;SMART_TV;92;27641.18;20-19485668-2
764;19/06/2019;LED_TV;11;18225.56;20-74790848-3
765;19/01/2020;LCD_TV;56;10588.28;21-86624899-3
766;08/10/2019;MOUSE_598;69;7700.01;20-31184607-3
767;20/10/2019;TECLADO_245;36;20806.46;20-3415314-5
768;10/05/2020;LED_TV;19;11853.46;20-39925963-1
769;07/07/2019;MOUSE_432;79;23771.6;21-39525137-4
770;12/12/2019;LCD_TV;9;26624.97;21-88329707-3
771;22/04/2020;SMART_TV;27;29058.94;21-23419963-6
772;21/02/2020;SMART_TV;73;22544.92;20-47406993-8
773;03/02/2020;LED_TV;91;19295.52;21-35177676-9
774;11/12/2019;MOUSE_432;60;24602.01;20-84528779-6
775;09/06/2020;MOUSE_598;41;8805.6;20-17391709-4
776;27/10/2019;MOUSE_432;30;18685.16;20-60191597-6
777;15/02/2020;PARLANTEBL_23;46;21392.2;20-58762824-2
778;04/11/2019;SMART_TV;76;11608.38;20-14592348-4
779;09/05/2020;SMART_TV;45;883.68;20-49166448-5
780;18/07/2019;PARLANTEBL_23;81;13044.58;20-36162374-3
781;28/10/2019;MOUSE_432;43;26185.01;20-25769652-4
782;23/07/2019;LED_TV;92;16882.75;20-50318297-9
783;24/04/2020;PARLANTEBL_23;66;21595.88;21-42435732-7
784;02/09/2019;PARLANTEBL_23;17;18123.32;21-36816488-7
785;22/01/2020;LED_TV;87;12728.42;20-13558677-2
786;11/02/2020;TECLADO_245;97;22434.51;21-56794352-1
787;02/06/2020;TECLADO_245;51;15651.22;21-97197804-4
788;11/09/2019;PARLANTEBL_23;77;12050.21;21-3690487-8
789;22/12/2019;MOUSE_598;69;22180.33;21-57317481-3
790;16/10/2019;SMART_TV;29;18480.77;20-91643578-8
791;13/02/2020;LCD_TV;5;27756.28;20-15816467-9
792;13/05/2020;TECLADO_245;14;19393.81;20-30396531-4
793;09/02/2020;LED_TV;1;2512.37;20-19071430-6
794;27/01/2020;LED_TV;51;26823.86;20-42854311-5
795;23/03/2020;MOUSE_432;70;28175.36;21-42933032-1
796;30/11/2019;LED_TV;100;6748.99;20-59174597-3
797;30/06/2019;SMART_TV;13;15822.13;21-69134489-5
798;15/05/2020;LED_TV;6;2736.04;21-22233897-3
799;11/09/2019;PARLANTEBL_23;10;1497.48;21-66009467-5
800;29/03/2020;LED_TV;41;18457.53;21-35288613-6
801;31/12/2019;TECLADO_245;61;25616.81;20-54334460-9
802;23/10/2019;TECLADO_245;1;9763.16;20-44946239-8
803;28/06/2019;SMART_TV;38;1070.42;20-27920690-5
804;15/03/2020;MOUSE_598;10;14323.74;20-34172144-3
805;07/08/2019;LED_TV;61;18773.82;20-29226838-8
806;10/06/2020;MOUSE_432;72;29564.68;20-65429572-6
807;03/04/2020;TECLADO_245;87;27115.02;21-55352351-2
808;25/01/2020;TECLADO_245;81;14636.86;21-39559698-2
809;23/03/2020;LED_TV;17;20285.46;21-2988748-4
810;01/03/2020;MOUSE_598;69;11995.14;21-35041655-6
811;11/11/2019;SMART_TV;41;11378.34;20-93712182-2
812;30/10/2019;LED_TV;12;12373.45;21-68551344-2
813;02/11/2019;MOUSE_432;3;22227.46;20-94955569-7
814;06/12/2019;MOUSE_432;40;18959.43;20-30200036-1
815;18/06/2019;TECLADO_245;56;24711.26;21-7167404-8
816;17/12/2019;LCD_TV;79;19237.98;21-68519972-5
817;16/06/2020;LCD_TV;100;10595.81;20-80800991-7
818;22/06/2019;PARLANTEBL_23;53;4369.67;20-16174386-2
819;13/08/2019;MOUSE_598;25;2242.9;20-48078061-4
820;21/02/2020;MOUSE_432;30;13664.82;20-76766711-8
821;28/05/2020;SMART_TV;34;17550.04;21-9349506-7
822;18/09/2019;SMART_TV;7;2274.94;21-82354205-7
823;12/11/2019;LCD_TV;74;14789.08;20-89911426-1
824;06/12/2019;LED_TV;76;23477.16;21-76622499-7
825;26/07/2019;SMART_TV;71;29837.05;20-57046995-3
826;31/10/2019;SMART_TV;8;18659.14;21-13399308-2
827;15/11/2019;PARLANTEBL_23;97;11521.81;20-47895677-4
828;20/03/2020;LCD_TV;4;9841.2;20-25846767-3
829;22/07/2019;TECLADO_245;23;18077.24;20-9945665-8
830;12/09/2019;PARLANTEBL_23;58;16543.19;20-75168662-9
831;28/07/2019;SMART_TV;88;8455.01;20-39376682-3
832;19/02/2020;MOUSE_432;45;1779.26;21-54316446-5
833;23/06/2019;TECLADO_245;56;17263.21;21-45716510-5
834;13/12/2019;PARLANTEBL_23;15;26738.07;20-54134302-8
835;23/08/2019;SMART_TV;20;22173.35;20-59418846-2
836;06/02/2020;SMART_TV;36;27719.96;20-20341322-1
837;28/08/2019;LCD_TV;97;21219.79;20-15908454-4
838;17/04/2020;MOUSE_598;47;4902.82;20-69392142-3
839;07/01/2020;MOUSE_432;31;8461.08;20-51173149-6
840;12/02/2020;LCD_TV;13;9242.82;20-41567605-6
841;06/02/2020;LED_TV;35;28901.24;20-64318605-7
842;20/09/2019;MOUSE_598;73;2633.69;20-79931334-8
843;10/04/2020;LED_TV;90;18387.04;20-82193832-4
844;01/06/2020;LED_TV;99;22980.87;21-79756820-7
845;19/05/2020;TECLADO_245;61;7956.77;20-90563466-8
846;01/05/2020;TECLADO_245;68;8068.7;21-66229563-8
847;20/11/2019;LCD_TV;100;7487.89;21-74235958-2
848;20/11/2019;MOUSE_432;62;1970.73;21-58878587-6
849;17/03/2020;TECLADO_245;74;651.41;21-33753333-3
850;09/12/2019;MOUSE_432;5;3068.02;20-15550047-4
851;29/12/2019;TECLADO_245;77;29988.08;21-17113366-8
852;16/08/2019;MOUSE_598;64;6764.89;20-25632842-2
853;04/09/2019;LCD_TV;58;13757.16;20-71583322-3
854;03/06/2020;TECLADO_245;16;20982.25;21-77198883-8
855;14/12/2019;LCD_TV;36;27581.72;21-22031565-7
856;30/11/2019;LED_TV;10;13778.54;21-48568775-7
857;26/07/2019;SMART_TV;81;18041.18;21-39282252-2
858;02/01/2020;LED_TV;9;22886.41;21-37074356-7
859;21/07/2019;LED_TV;72;1206.21;20-23544123-4
860;09/10/2019;LCD_TV;76;14841.78;21-57261421-6
861;17/09/2019;MOUSE_432;87;10694.28;21-9243023-6
862;15/06/2020;PARLANTEBL_23;32;29205.29;21-35212908-5
863;03/09/2019;MOUSE_598;66;22808.63;20-91776319-3
864;08/09/2019;PARLANTEBL_23;46;25937.17;21-47946901-2
865;14/01/2020;SMART_TV;77;19408.49;21-37684517-7
866;20/09/2019;TECLADO_245;71;11666.1;21-4109050-2
867;31/01/2020;LCD_TV;82;21198.94;20-46468582-7
868;31/07/2019;MOUSE_432;83;15914.78;21-46973912-5
869;19/12/2019;LED_TV;50;9749.92;21-64178114-6
870;16/03/2020;LCD_TV;6;9140.49;21-58004818-2
871;13/07/2019;MOUSE_432;25;23057.65;20-37228656-6
872;20/09/2019;TECLADO_245;23;16315.69;20-39146839-2
873;06/09/2019;TECLADO_245;51;9799.67;20-34871390-3
874;09/06/2020;MOUSE_598;78;5806.42;21-39442260-5
875;31/01/2020;MOUSE_598;92;22591.59;20-82366985-2
